,ID,Position,FullName,Link,FirstName,LastName,PrimaryNumber,BirthDate,CurrentAge,BirthCity,BirthProvState,BirthCountry,Nationality,Height,Weight,Active,AlternateCaptain,Captain,Rookie,ShootsCatches,RosterStatus
94,8471724,D,Kris Letang,/api/v1/people/8471724,Kris,Letang,58,1987-04-24,33,Montreal,QC,CAN,CAN,"6' 0""",201,True,True,False,False,R,Y
95,8474098,C,Colton Sceviour,/api/v1/people/8474098,Colton,Sceviour,7,1989-04-20,31,Red Deer,AB,CAN,CAN,"6' 0""",190,True,False,False,False,R,Y
96,8475208,D,Brian Dumoulin,/api/v1/people/8475208,Brian,Dumoulin,8,1991-09-06,29,Biddeford,ME,USA,USA,"6' 4""",207,True,False,False,False,L,Y
97,8475722,LW,Jason Zucker,/api/v1/people/8475722,Jason,Zucker,16,1992-01-16,28,Newport Beach,CA,USA,USA,"5' 11""",192,True,False,False,False,L,Y
98,8475810,RW,Bryan Rust,/api/v1/people/8475810,Bryan,Rust,17,1992-05-11,28,Pontiac,MI,USA,USA,"5' 11""",192,True,False,False,False,R,Y
99,8476873,C,Mark Jankowski,/api/v1/people/8476873,Mark,Jankowski,14,1994-09-13,26,Hamilton,ON,CAN,CAN,"6' 4""",212,True,False,False,False,L,Y
100,8476875,D,Mike Matheson,/api/v1/people/8476875,Mike,Matheson,5,1994-02-27,26,Pointe-Claire,QC,CAN,CAN,"6' 2""",188,True,False,False,False,L,Y
101,8476879,D,Cody Ceci,/api/v1/people/8476879,Cody,Ceci,4,1993-12-21,26,Ottawa,ON,CAN,CAN,"6' 2""",210,True,False,False,False,R,Y
102,8476927,C,Teddy Blueger,/api/v1/people/8476927,Teddy,Blueger,53,1994-08-15,26,Riga,,LVA,LVA,"6' 0""",185,True,False,False,False,L,Y
103,8477244,D,Chad Ruhwedel,/api/v1/people/8477244,Chad,Ruhwedel,2,1990-05-07,30,San Diego,CA,USA,USA,"5' 11""",191,True,False,False,False,R,Y
104,8477404,LW,Jake Guentzel,/api/v1/people/8477404,Jake,Guentzel,59,1994-10-06,26,Omaha,NE,USA,USA,"5' 11""",180,True,False,False,False,L,Y
105,8477465,G,Tristan Jarry,/api/v1/people/8477465,Tristan,Jarry,35,1995-04-29,25,Surrey,BC,CAN,CAN,"6' 2""",194,True,False,False,False,L,Y
106,8477953,RW,Kasperi Kapanen,/api/v1/people/8477953,Kasperi,Kapanen,42,1996-07-23,24,Kuopio,,FIN,FIN,"6' 1""",194,True,False,False,False,R,Y
107,8477955,C,Jared McCann,/api/v1/people/8477955,Jared,McCann,19,1996-05-31,24,Stratford,ON,CAN,CAN,"6' 1""",185,True,False,False,False,L,Y
108,8477969,D,Marcus Pettersson,/api/v1/people/8477969,Marcus,Pettersson,28,1996-05-08,24,Skellefteå,,SWE,SWE,"6' 3""",177,True,False,False,False,L,Y
109,8478507,D,John Marino,/api/v1/people/8478507,John,Marino,6,1997-05-21,23,North Easton,MA,USA,USA,"6' 1""",181,True,False,False,True,R,Y
110,8478542,C,Evan Rodrigues,/api/v1/people/8478542,Evan,Rodrigues,9,1993-07-28,27,Toronto,ON,CAN,CAN,"5' 11""",184,True,False,False,False,R,Y
111,8479293,LW,Brandon Tanev,/api/v1/people/8479293,Brandon,Tanev,13,1991-12-31,28,Toronto,ON,CAN,CAN,"6' 0""",180,True,False,False,False,L,Y
112,8479944,C,Zach Aston-Reese,/api/v1/people/8479944,Zach,Aston-Reese,12,1994-08-10,26,Staten Island,NY,USA,USA,"6' 0""",204,True,False,False,False,L,Y
113,8480945,D,Juuso Riikola,/api/v1/people/8480945,Juuso,Riikola,50,1993-11-09,27,Joensuu,,FIN,FIN,"6' 0""",189,True,False,False,False,L,Y
114,8476191,D,Kevan Miller,/api/v1/people/8476191,Kevan,Miller,86,1987-11-15,33,Los Angeles,CA,USA,USA,"6' 2""",210,True,False,False,False,R,Y
115,8470638,C,Patrice Bergeron,/api/v1/people/8470638,Patrice,Bergeron,37,1985-07-24,35,Ancienne-Lorette,QC,CAN,CAN,"6' 1""",195,True,True,False,False,R,Y
116,8470860,G,Jaroslav Halak,/api/v1/people/8470860,Jaroslav,Halak,41,1985-05-13,35,Bratislava,,SVK,SVK,"5' 11""",185,True,False,False,False,L,Y
117,8471276,C,David Krejci,/api/v1/people/8471276,David,Krejci,46,1986-04-28,34,Sternberk,,CZE,CZE,"6' 0""",188,True,True,False,False,R,Y
118,8471695,G,Tuukka Rask,/api/v1/people/8471695,Tuukka,Rask,40,1987-03-10,33,Savonlinna,,FIN,FIN,"6' 3""",176,True,False,False,False,L,Y
119,8473419,LW,Brad Marchand,/api/v1/people/8473419,Brad,Marchand,63,1988-05-11,32,Halifax,NS,CAN,CAN,"5' 9""",181,True,False,False,False,L,Y
120,8475186,D,John Moore,/api/v1/people/8475186,John,Moore,27,1990-11-19,30,Winnetka,IL,USA,USA,"6' 2""",210,True,False,False,False,L,Y
121,8475225,RW,Craig Smith,/api/v1/people/8475225,Craig,Smith,22,1989-09-05,31,Madison,WI,USA,USA,"6' 1""",208,True,False,False,False,R,Y
122,8475735,C,Greg McKegg,/api/v1/people/8475735,Greg,McKegg,18,1992-06-17,28,St. Thomas,ON,CAN,CAN,"6' 0""",192,True,False,False,False,L,Y
123,8475745,C,Charlie Coyle,/api/v1/people/8475745,Charlie,Coyle,13,1992-03-02,28,E. Weymouth,MA,USA,USA,"6' 3""",220,True,False,False,False,R,Y
124,8475780,RW,Chris Wagner,/api/v1/people/8475780,Chris,Wagner,14,1991-05-27,29,Walpole,MA,USA,USA,"6' 0""",198,True,False,False,False,R,Y
125,8476374,C,Sean Kuraly,/api/v1/people/8476374,Sean,Kuraly,52,1993-01-20,27,Dublin,OH,USA,USA,"6' 2""",213,True,False,False,False,L,Y
126,8477365,D,Connor Clifton,/api/v1/people/8477365,Connor,Clifton,75,1995-04-28,25,Long Branch,NJ,USA,USA,"5' 11""",175,True,False,False,True,R,Y
127,8477941,LW,Nick Ritchie,/api/v1/people/8477941,Nick,Ritchie,21,1995-12-05,25,Orangeville,ON,CAN,CAN,"6' 2""",230,True,False,False,False,L,Y
128,8477956,RW,David Pastrnak,/api/v1/people/8477956,David,Pastrnak,88,1996-05-25,24,Havirov,,CZE,CZE,"6' 0""",194,True,False,False,False,R,Y
129,8478075,LW,Anders Bjork,/api/v1/people/8478075,Anders,Bjork,10,1996-08-05,24,Mequon,WI,USA,USA,"6' 0""",190,True,False,False,False,L,Y
130,8478131,RW,Ondrej Kase,/api/v1/people/8478131,Ondrej,Kase,28,1995-11-08,25,Kadan,,CZE,CZE,"6' 0""",190,True,False,False,False,R,Y
131,8478443,D,Brandon Carlo,/api/v1/people/8478443,Brandon,Carlo,25,1996-11-26,24,Colorado Springs,CO,USA,USA,"6' 5""",212,True,False,False,False,R,Y
132,8478468,D,Jeremy Lauzon,/api/v1/people/8478468,Jeremy,Lauzon,55,1997-04-28,23,Val D'or,QC,CAN,CAN,"6' 1""",204,True,False,False,True,L,Y
133,8479325,D,Charlie McAvoy,/api/v1/people/8479325,Charlie,McAvoy,73,1997-12-21,22,Long Beach,NY,USA,USA,"6' 0""",208,True,False,False,False,R,Y
134,8479365,C,Trent Frederic,/api/v1/people/8479365,Trent,Frederic,11,1998-02-11,22,St. Louis,MO,USA,USA,"6' 2""",203,True,False,False,True,L,Y
135,8480021,C,Jack Studnicka,/api/v1/people/8480021,Jack,Studnicka,23,1999-02-18,21,Windsor,ON,CAN,CAN,"6' 1""",171,True,False,False,True,R,Y
136,8480944,C,Par Lindholm,/api/v1/people/8480944,Par,Lindholm,26,1991-10-05,29,Kusmark,,SWE,SWE,"6' 0""",183,True,False,False,False,L,Y
137,8479420,RW,Tage Thompson,/api/v1/people/8479420,Tage,Thompson,72,1997-10-30,23,Phoenix,AZ,USA,USA,"6' 6""",215,True,False,False,False,R,I
138,8476999,G,Linus Ullmark,/api/v1/people/8476999,Linus,Ullmark,35,1993-07-31,27,Lugnvik,,SWE,SWE,"6' 4""",215,True,False,False,False,L,Y
139,8477933,C,Sam Reinhart,/api/v1/people/8477933,Sam,Reinhart,23,1995-11-06,25,West Vancouver,BC,CAN,CAN,"6' 1""",194,True,False,False,False,R,Y
140,8477986,D,Brandon Montour,/api/v1/people/8477986,Brandon,Montour,62,1994-04-11,26,Brantford,ON,CAN,CAN,"6' 0""",189,True,False,False,False,R,Y
141,8478109,LW,Victor Olofsson,/api/v1/people/8478109,Victor,Olofsson,68,1995-07-18,25,Ornskoldsvik,,SWE,SWE,"5' 11""",183,True,False,False,True,L,Y
142,8470595,C,Eric Staal,/api/v1/people/8470595,Eric,Staal,12,1984-10-29,36,Thunder Bay,ON,CAN,CAN,"6' 4""",206,True,False,False,False,L,Y
143,8473449,RW,Kyle Okposo,/api/v1/people/8473449,Kyle,Okposo,21,1988-04-16,32,St. Paul,MN,USA,USA,"6' 0""",216,True,False,False,False,R,Y
144,8475236,C,Cody Eakin,/api/v1/people/8475236,Cody,Eakin,20,1991-05-24,29,Winnipeg,MB,CAN,CAN,"6' 0""",183,True,False,False,False,L,Y
145,8475622,G,Carter Hutton,/api/v1/people/8475622,Carter,Hutton,40,1985-12-19,34,Thunder Bay,ON,CAN,CAN,"6' 0""",202,True,False,False,False,L,Y
146,8475625,D,Matt Irwin,/api/v1/people/8475625,Matt,Irwin,44,1987-11-29,33,Victoria,BC,CAN,CAN,"6' 1""",207,True,False,False,False,L,Y
147,8475784,LW,Jeff Skinner,/api/v1/people/8475784,Jeff,Skinner,53,1992-05-16,28,Toronto,ON,CAN,CAN,"5' 11""",195,True,False,False,False,L,Y
148,8475791,LW,Taylor Hall,/api/v1/people/8475791,Taylor,Hall,4,1991-11-14,29,Calgary,AB,CAN,CAN,"6' 1""",205,True,False,False,False,L,Y
149,8475869,D,Brandon Davidson,/api/v1/people/8475869,Brandon,Davidson,88,1991-08-21,29,Taber,AB,CAN,CAN,"6' 2""",208,True,False,False,False,L,Y
150,8476356,C,Tobias Rieder,/api/v1/people/8476356,Tobias,Rieder,13,1993-01-10,27,Landshut,,DEU,DEU,"5' 11""",186,True,False,False,False,L,Y
151,8476396,C,Steven Fogarty,/api/v1/people/8476396,Steven,Fogarty,17,1993-04-19,27,Chambersburg,PA,USA,USA,"6' 3""",208,True,False,False,False,R,Y
152,8476525,D,Colin Miller,/api/v1/people/8476525,Colin,Miller,33,1992-10-29,28,Sault Ste. Marie,ON,CAN,CAN,"6' 1""",193,True,False,False,False,R,Y
153,8476878,C,Zemgus Girgensons,/api/v1/people/8476878,Zemgus,Girgensons,28,1994-01-05,26,Riga,,LVA,LVA,"6' 2""",211,True,False,False,False,L,Y
154,8476931,D,Jake McCabe,/api/v1/people/8476931,Jake,McCabe,19,1993-10-12,27,Eau Claire,WI,USA,USA,"6' 1""",204,True,True,False,False,L,Y
155,8477499,D,Rasmus Ristolainen,/api/v1/people/8477499,Rasmus,Ristolainen,55,1994-10-27,26,Turku,,FIN,FIN,"6' 4""",220,True,False,False,False,R,Y
